EmployeeID,Age,Gender,Ethnicity,Department,JobTitle,PerformanceScore,TenureYears,DisabilityStatus,VeteranStatus,Location,LGBTStatus,Promotion,InclusionProgramParticipant,Salary
11083,30,Male,Indian,Legal,Specialist,4,6.6,No,No,New York,Yes,Yes,No,175666
11084,63,Female,Asian,Legal,Engineer,2,2.1,No,No,Austin,Yes,No,No,129283
11085,31,Male,White,Sales,Manager,1,12.0,No,No,Chicago,No,Yes,No,101923
11086,47,Male,Black,HR,Leadership,4,8.9,Yes,Yes,Los Angeles,Yes,Yes,No,187277
11087,25,Male,Indian,Legal,Leadership,3,8.4,No,No,Austin,Yes,No,No,110015
11088,43,Male,White,HR,Analyst,2,5.2,Yes,No,Chicago,Yes,Yes,Yes,100762
11089,56,Male,Black,Legal,Specialist,1,14.7,No,Yes,Houston,Yes,Yes,Yes,126645
11090,39,Female,Indian,Engineering,Specialist,1,14.5,Yes,Yes,Los Angeles,Yes,No,Yes,141760
11091,48,Female,Indian,Legal,Leadership,5,6.2,Yes,Yes,Houston,No,No,No,248665
11092,61,Male,Asian,Legal,Engineer,5,13.7,Yes,No,Chicago,No,Yes,Yes,112865
11093,54,Male,White,Engineering,Analyst,4,7.8,Yes,Yes,New York,No,No,Yes,242765
11094,42,Female,Indian,Sales,Manager,2,10.2,Yes,Yes,New York,No,No,No,91342
11095,39,Male,Asian,Engineering,Analyst,5,9.6,Yes,No,New York,Yes,No,Yes,266540
11096,40,Female,Black,Sales,Specialist,4,16.2,Yes,Yes,Austin,No,Yes,Yes,150544
11097,42,Male,Hispanic,Finance,Leadership,3,16.6,No,No,Houston,No,Yes,No,137920
11098,28,Male,Indian,Marketing,Engineer,5,12.3,Yes,Yes,Chicago,Yes,No,Yes,140572
11099,24,Female,Indian,Marketing,Manager,5,17.2,No,Yes,Austin,No,Yes,Yes,180666
11100,28,Female,Black,Legal,Leadership,5,15.1,No,Yes,Atlanta,Yes,Yes,No,186854
11101,44,Male,Black,Sales,Analyst,1,1.8,No,No,Los Angeles,Yes,Yes,No,278091
11102,52,Female,Indian,Sales,Specialist,4,8.1,No,Yes,Austin,Yes,Yes,Yes,198538
11103,49,Female,White,Finance,Specialist,1,19.4,Yes,No,Chicago,Yes,No,Yes,266075
11104,27,Female,Asian,Legal,Analyst,3,1.8,Yes,Yes,Los Angeles,Yes,Yes,Yes,233305
11105,61,Male,Indian,Finance,Leadership,5,17.9,No,No,Austin,Yes,No,No,179146
11106,25,Female,Hispanic,Legal,Leadership,1,13.5,No,No,Los Angeles,Yes,Yes,No,278982
11107,56,Female,White,Legal,Analyst,3,3.7,Yes,No,Austin,Yes,No,Yes,233984
11108,35,Male,White,HR,Leadership,2,6.0,No,Yes,Austin,Yes,No,No,227547
11109,54,Female,Hispanic,Finance,Analyst,1,5.6,No,Yes,Houston,No,No,No,175564
11110,28,Female,White,Legal,Specialist,1,3.4,Yes,No,Chicago,Yes,No,Yes,228066
11111,59,Male,Asian,Engineering,Engineer,2,16.4,Yes,No,Austin,No,Yes,Yes,216406
11112,50,Female,Asian,Sales,Analyst,3,4.0,No,No,Austin,Yes,No,Yes,204828
11113,63,Female,Hispanic,Finance,Specialist,1,1.9,No,Yes,Austin,Yes,Yes,Yes,272820
11114,29,Female,Black,Sales,Manager,4,18.4,Yes,Yes,New York,Yes,No,Yes,194635
11115,28,Male,Asian,Finance,Analyst,5,0.7,Yes,Yes,Chicago,Yes,No,No,133021
11116,52,Female,Hispanic,Sales,Analyst,3,10.7,No,No,Los Angeles,Yes,No,Yes,160765
11117,35,Male,White,Finance,Analyst,4,2.5,No,No,Chicago,Yes,Yes,No,174020
11118,24,Male,Asian,Finance,Specialist,4,2.7,No,Yes,Houston,No,Yes,No,268335
11119,60,Male,White,Sales,Engineer,2,13.3,Yes,Yes,Houston,No,No,No,183611
11120,58,Female,Hispanic,HR,Engineer,4,7.8,No,No,Atlanta,No,No,Yes,209874
11121,54,Female,White,Engineering,Analyst,1,5.2,Yes,No,Houston,Yes,No,No,139742
11122,31,Female,White,Finance,Specialist,5,11.9,No,Yes,Los Angeles,No,No,No,277508
11123,33,Male,Asian,Legal,Specialist,1,1.3,Yes,No,New York,Yes,Yes,No,131065
11124,30,Male,Asian,Finance,Engineer,2,8.4,Yes,Yes,New York,No,No,No,139218
11125,41,Male,Indian,Marketing,Specialist,4,19.8,Yes,No,New York,No,Yes,No,259685
11126,48,Male,Indian,Sales,Analyst,3,12.3,Yes,No,Atlanta,Yes,Yes,Yes,103010
11127,36,Female,White,Finance,Manager,3,1.1,No,No,Atlanta,No,No,No,240351
11128,44,Male,White,Legal,Engineer,1,18.8,Yes,Yes,New York,No,No,Yes,158785
11129,34,Female,Black,Engineering,Analyst,1,11.4,Yes,Yes,Austin,No,No,No,93914
11130,59,Male,White,Legal,Leadership,1,3.1,No,No,New York,Yes,Yes,Yes,139604
11131,63,Female,White,Finance,Leadership,1,6.2,Yes,Yes,New York,No,No,No,236748
11132,51,Female,Hispanic,Legal,Manager,1,11.7,No,No,Los Angeles,Yes,Yes,Yes,139149
11133,27,Female,White,HR,Engineer,3,14.4,Yes,No,New York,Yes,Yes,Yes,141634
11134,25,Female,Asian,Legal,Specialist,1,11.2,Yes,No,Chicago,No,Yes,Yes,108636
11135,27,Male,Indian,Legal,Specialist,3,9.2,Yes,No,Houston,Yes,Yes,No,224738
11136,30,Male,Asian,Finance,Analyst,1,11.9,No,No,Atlanta,No,Yes,Yes,203303
11137,34,Male,White,Engineering,Leadership,1,8.1,Yes,No,Chicago,Yes,No,Yes,172461
11138,30,Female,Black,Finance,Leadership,3,14.5,Yes,Yes,Austin,Yes,No,Yes,170934
11139,31,Female,Asian,Finance,Manager,4,13.8,Yes,Yes,Austin,Yes,Yes,Yes,263273
11140,58,Female,Black,Finance,Engineer,2,13.9,No,Yes,New York,No,No,Yes,271185
11141,47,Female,White,Finance,Analyst,4,17.8,No,Yes,Houston,Yes,Yes,Yes,171332
11142,40,Female,Black,Legal,Leadership,1,13.3,No,Yes,Chicago,Yes,Yes,Yes,133152
11143,51,Male,Black,HR,Manager,3,13.5,Yes,No,Austin,Yes,No,Yes,171881
11144,45,Female,Indian,Marketing,Specialist,4,4.8,Yes,No,Austin,No,No,Yes,193461
11145,55,Female,Asian,Sales,Leadership,4,11.5,Yes,No,Houston,Yes,Yes,Yes,254287
11146,36,Male,Asian,Engineering,Specialist,1,13.3,No,Yes,Chicago,Yes,No,No,279669
11147,36,Female,Hispanic,HR,Engineer,4,11.9,No,No,Atlanta,No,Yes,Yes,131824
11148,28,Female,Black,HR,Leadership,1,2.1,Yes,No,New York,Yes,Yes,No,148579
11149,34,Male,White,HR,Leadership,3,17.0,No,No,Los Angeles,No,Yes,Yes,202495
11150,49,Female,Hispanic,Legal,Specialist,3,18.1,No,No,Los Angeles,Yes,No,No,283362
11151,25,Female,Black,Finance,Analyst,4,19.2,Yes,No,Atlanta,Yes,Yes,No,230119
11152,62,Male,Black,Legal,Engineer,5,19.7,Yes,No,Houston,Yes,No,Yes,148290
11153,62,Female,Asian,Sales,Engineer,5,9.6,No,No,Chicago,Yes,No,No,195666
11154,47,Female,Asian,Finance,Manager,1,16.1,Yes,No,Houston,No,No,Yes,160226
11155,46,Male,White,Engineering,Analyst,5,9.6,Yes,Yes,Los Angeles,Yes,No,Yes,157842
11156,34,Male,Indian,Engineering,Analyst,5,18.8,No,Yes,Austin,No,No,No,157126
11157,47,Female,White,Legal,Specialist,5,1.7,No,No,Houston,No,No,Yes,143785
11158,32,Male,Indian,HR,Analyst,3,14.7,No,Yes,Atlanta,No,No,Yes,286204
11159,64,Female,White,Legal,Specialist,4,15.9,Yes,Yes,Atlanta,No,No,No,194013
11160,22,Male,Black,Engineering,Engineer,3,7.9,No,Yes,Austin,No,Yes,Yes,271372
11161,51,Male,Black,Marketing,Engineer,3,14.0,Yes,No,Atlanta,No,Yes,Yes,230582
11162,43,Male,Black,Legal,Leadership,1,7.9,No,No,Atlanta,Yes,No,No,129040
11163,29,Male,Hispanic,Legal,Leadership,3,16.8,Yes,No,Austin,No,Yes,No,141070
11164,33,Female,Hispanic,Legal,Manager,2,18.2,No,Yes,New York,No,No,No,119217
11165,35,Male,Black,Engineering,Analyst,4,6.1,Yes,No,Houston,Yes,No,Yes,231011
11166,28,Male,Hispanic,Legal,Specialist,4,19.1,No,No,Atlanta,Yes,No,Yes,243242
11167,22,Female,White,Legal,Manager,4,12.9,No,No,Austin,No,Yes,No,222292
11168,63,Male,Asian,Legal,Leadership,1,14.4,No,Yes,Atlanta,Yes,Yes,No,208709
11169,64,Male,Indian,Sales,Engineer,4,3.1,No,Yes,Chicago,No,No,No,105093
11170,51,Female,Indian,Marketing,Engineer,1,10.0,No,Yes,Atlanta,Yes,No,Yes,245717
11171,31,Male,Black,Legal,Manager,5,19.2,Yes,Yes,New York,Yes,Yes,No,238569
11172,55,Male,Indian,Legal,Analyst,2,4.2,No,No,Los Angeles,No,No,No,198114
11173,53,Male,White,Engineering,Leadership,3,13.5,Yes,No,Atlanta,No,No,No,158405
11174,24,Male,White,Finance,Analyst,1,14.0,Yes,Yes,New York,No,Yes,Yes,97948
11175,64,Male,Indian,Sales,Engineer,5,8.3,No,No,Atlanta,Yes,No,Yes,245955
11176,60,Male,Asian,Engineering,Manager,2,1.6,Yes,No,New York,No,Yes,No,285569
11177,28,Female,White,Legal,Analyst,3,13.6,No,Yes,Los Angeles,Yes,No,Yes,269988
11178,52,Male,Indian,Legal,Engineer,4,15.1,No,Yes,Chicago,No,No,No,139664
11179,48,Male,Black,Legal,Analyst,5,5.2,No,Yes,Atlanta,No,Yes,Yes,107869
11180,33,Female,White,HR,Leadership,2,5.6,Yes,No,Atlanta,No,No,Yes,101078
11181,60,Male,White,Engineering,Manager,1,19.1,Yes,Yes,Chicago,No,Yes,Yes,173431
11182,42,Female,Black,Engineering,Leadership,4,17.2,No,Yes,Houston,Yes,No,No,213446
11183,62,Female,Indian,Sales,Engineer,2,12.1,Yes,Yes,Austin,Yes,No,Yes,212567
11184,29,Female,Asian,Sales,Manager,1,2.7,Yes,Yes,Chicago,Yes,No,No,216129
11185,48,Female,Black,Finance,Specialist,2,1.8,No,Yes,Los Angeles,Yes,Yes,No,193879
11186,48,Male,Indian,Sales,Manager,5,6.8,No,Yes,Austin,No,Yes,No,182595
11187,30,Female,Asian,Engineering,Manager,2,16.1,No,No,Chicago,Yes,No,Yes,181754
11188,36,Male,Indian,Legal,Engineer,2,17.7,No,No,Houston,No,Yes,No,109965
11189,49,Male,Black,Engineering,Manager,5,12.0,Yes,No,New York,No,No,No,160556
11190,48,Male,Asian,Engineering,Analyst,3,7.4,Yes,Yes,Austin,No,Yes,Yes,127514
11191,46,Female,Black,HR,Analyst,2,2.5,Yes,Yes,Los Angeles,No,No,No,274854
11192,55,Female,Indian,Legal,Specialist,1,7.3,Yes,Yes,Austin,Yes,Yes,No,146311
11193,25,Male,Indian,Finance,Manager,5,6.4,No,Yes,Houston,No,No,No,133844
11194,57,Male,Indian,Finance,Manager,1,11.8,Yes,No,Austin,Yes,Yes,No,92004
11195,37,Male,Asian,Engineering,Manager,2,8.5,No,No,Chicago,No,No,No,165121
11196,63,Male,Indian,Engineering,Engineer,3,3.8,No,No,Atlanta,Yes,No,Yes,210796
11197,45,Female,Asian,Engineering,Engineer,5,13.1,No,No,Austin,Yes,Yes,No,274302
11198,53,Female,Asian,Sales,Specialist,3,12.6,No,Yes,Austin,Yes,Yes,No,178913
11199,62,Female,Indian,Legal,Analyst,1,9.6,Yes,Yes,New York,Yes,No,No,192084
11200,52,Female,Asian,HR,Manager,5,17.7,No,Yes,New York,Yes,Yes,Yes,279082
11201,22,Male,White,Sales,Manager,3,17.5,Yes,No,Austin,Yes,Yes,No,158423
11202,47,Male,Hispanic,Marketing,Leadership,2,9.9,No,No,Chicago,Yes,No,Yes,95858
11203,39,Female,Asian,Marketing,Manager,5,4.8,No,Yes,Atlanta,No,No,Yes,249471
11204,64,Male,Asian,Legal,Engineer,3,10.7,No,No,New York,Yes,Yes,No,93334
11205,26,Female,White,Legal,Specialist,1,10.0,Yes,No,New York,No,No,Yes,109314
11206,39,Male,Hispanic,Finance,Manager,2,19.5,No,Yes,New York,Yes,No,No,286757
11207,38,Male,Indian,HR,Analyst,2,17.3,No,No,New York,No,No,No,194609
11208,60,Female,Black,HR,Leadership,1,5.0,No,No,Los Angeles,No,Yes,Yes,194471
11209,36,Male,Hispanic,Finance,Analyst,3,18.2,Yes,No,New York,No,No,No,215080
11210,62,Male,Black,HR,Engineer,5,16.3,Yes,No,Houston,No,No,Yes,208725
11211,64,Female,White,Legal,Leadership,1,10.0,No,Yes,Los Angeles,Yes,Yes,No,230546
11212,28,Male,White,HR,Analyst,1,17.5,No,No,Los Angeles,No,No,No,102175
11213,22,Male,Indian,HR,Specialist,1,10.3,No,Yes,Los Angeles,Yes,Yes,No,239241
11214,54,Male,White,Marketing,Leadership,2,4.7,Yes,Yes,New York,Yes,Yes,No,238197
11215,48,Female,Indian,Sales,Engineer,5,1.5,No,No,Austin,Yes,No,No,275762
11216,23,Female,Black,Finance,Manager,1,11.3,No,Yes,Atlanta,No,Yes,No,93078
11217,35,Male,Hispanic,Sales,Analyst,1,17.5,No,No,Houston,Yes,Yes,No,182334
11218,45,Female,Indian,Engineering,Engineer,1,1.6,No,Yes,New York,No,Yes,No,178899
11219,46,Female,White,Engineering,Manager,1,4.8,Yes,No,New York,Yes,Yes,Yes,93339
11220,47,Male,Indian,HR,Specialist,1,5.7,No,No,New York,Yes,No,No,287598
11221,34,Male,Asian,HR,Analyst,5,8.5,Yes,No,Atlanta,Yes,No,No,113858
11222,28,Female,Indian,HR,Engineer,2,12.2,Yes,Yes,Atlanta,No,Yes,Yes,193529
11223,47,Female,Asian,Finance,Analyst,4,16.5,No,Yes,Austin,No,Yes,Yes,222985
11224,30,Male,Asian,Legal,Manager,1,13.0,Yes,Yes,Chicago,Yes,No,Yes,174857
11225,23,Female,Black,HR,Engineer,1,13.3,Yes,No,Los Angeles,Yes,No,No,221214
11226,48,Female,Asian,HR,Analyst,4,3.6,Yes,Yes,Chicago,Yes,Yes,No,157927
11227,53,Male,Black,Sales,Analyst,4,16.6,Yes,Yes,Atlanta,No,Yes,Yes,219285
11228,63,Male,Hispanic,Sales,Leadership,4,14.2,Yes,Yes,Chicago,Yes,No,No,281356
11229,55,Male,Hispanic,HR,Analyst,4,9.8,No,No,Houston,Yes,No,No,261786
11230,49,Female,Black,Sales,Analyst,1,12.1,Yes,Yes,Atlanta,No,No,No,220128
11231,37,Male,White,Legal,Specialist,4,8.4,Yes,Yes,Austin,No,Yes,Yes,105331
11232,54,Male,White,Finance,Specialist,5,6.4,No,Yes,Los Angeles,Yes,Yes,Yes,241116
11233,48,Male,White,HR,Specialist,5,11.5,No,No,Los Angeles,Yes,Yes,No,188998
11234,30,Male,Indian,Sales,Manager,3,16.9,Yes,No,Atlanta,Yes,Yes,Yes,140560
11235,36,Male,Hispanic,Engineering,Leadership,1,11.7,No,No,Chicago,No,No,Yes,111419
11236,44,Female,Asian,Sales,Manager,5,6.9,No,No,Los Angeles,No,No,Yes,228064
11237,40,Female,Indian,Sales,Manager,1,9.4,Yes,Yes,Atlanta,No,No,Yes,176399
11238,63,Female,Hispanic,Legal,Analyst,3,0.5,Yes,No,Los Angeles,No,No,No,108266
11239,35,Female,Asian,Sales,Analyst,4,4.1,Yes,No,Chicago,No,No,Yes,114734
11240,47,Male,Black,Finance,Leadership,5,19.2,No,No,Houston,Yes,No,Yes,127792
11241,36,Male,White,Engineering,Leadership,4,3.8,No,No,Atlanta,No,Yes,Yes,114084
11242,61,Female,Hispanic,HR,Leadership,3,9.6,No,No,Houston,No,Yes,Yes,274227
11243,32,Female,Hispanic,Marketing,Specialist,4,6.1,Yes,Yes,New York,Yes,Yes,Yes,175406
11244,54,Female,Hispanic,Legal,Engineer,5,19.5,Yes,Yes,Houston,Yes,No,No,174641
11245,41,Male,Indian,Engineering,Engineer,2,17.6,Yes,No,New York,Yes,No,Yes,256995
11246,59,Female,Indian,Engineering,Manager,2,15.7,Yes,Yes,Los Angeles,Yes,No,No,131339
11247,30,Male,Hispanic,Sales,Specialist,5,9.3,No,Yes,Austin,No,Yes,Yes,226381
11248,43,Female,White,Marketing,Analyst,2,1.1,Yes,No,Houston,No,No,No,206178
11249,61,Male,White,Marketing,Analyst,4,3.6,No,Yes,New York,Yes,No,Yes,232154
11250,62,Male,Indian,Marketing,Manager,2,15.7,No,Yes,Austin,Yes,No,Yes,164675
11251,49,Male,Asian,HR,Leadership,3,2.8,No,No,Chicago,No,No,Yes,131892
11252,63,Male,Hispanic,Marketing,Leadership,4,13.5,No,No,Chicago,Yes,Yes,No,220039
11253,55,Female,Indian,HR,Specialist,2,5.7,No,No,Houston,Yes,No,Yes,263528
11254,30,Male,White,Finance,Specialist,2,0.6,Yes,Yes,Chicago,Yes,Yes,No,142522
11255,38,Female,Black,Finance,Engineer,2,18.7,No,Yes,Los Angeles,No,No,Yes,115299
11256,56,Female,Asian,Marketing,Leadership,2,11.7,No,Yes,Chicago,No,Yes,Yes,278446
11257,53,Male,Hispanic,HR,Analyst,4,15.4,No,No,Houston,No,No,Yes,216184
11258,54,Male,Asian,Sales,Manager,3,14.8,Yes,No,Houston,No,No,No,193139
11259,50,Male,White,Sales,Analyst,2,10.2,No,No,Austin,No,No,Yes,204896
11260,63,Male,Hispanic,Marketing,Leadership,3,15.9,Yes,Yes,Chicago,No,Yes,No,253726
11261,45,Male,Indian,HR,Specialist,5,16.6,No,Yes,Houston,Yes,No,No,274821
11262,40,Female,White,Finance,Manager,1,10.8,Yes,No,Austin,Yes,Yes,Yes,191381
11263,31,Male,Indian,Legal,Specialist,5,16.0,Yes,Yes,Chicago,No,Yes,No,243185
11264,43,Female,Hispanic,Engineering,Engineer,2,12.6,No,No,Los Angeles,No,No,No,210839
11265,42,Female,Hispanic,HR,Analyst,5,4.5,No,Yes,Chicago,Yes,Yes,Yes,253327
11266,41,Male,Hispanic,Marketing,Manager,5,6.3,Yes,No,New York,No,No,No,205806
11267,35,Female,Asian,HR,Manager,3,10.9,Yes,Yes,Austin,No,Yes,Yes,135479
11268,38,Male,Black,Marketing,Engineer,4,14.4,Yes,Yes,Chicago,Yes,Yes,No,120617
11269,46,Male,Indian,Sales,Engineer,4,12.8,Yes,Yes,Chicago,No,Yes,No,228573
11270,50,Female,Black,Finance,Specialist,3,11.8,Yes,No,Atlanta,No,Yes,Yes,195043
11271,43,Female,White,Marketing,Manager,2,16.5,No,Yes,Austin,No,No,No,162213
11272,62,Male,Indian,Marketing,Engineer,4,12.3,No,No,Chicago,Yes,Yes,No,175575
11273,25,Male,Black,Finance,Analyst,5,12.6,Yes,No,Los Angeles,No,Yes,No,281417
11274,31,Female,White,Legal,Specialist,1,7.4,No,No,Houston,Yes,Yes,Yes,145910
11275,29,Male,White,Engineering,Specialist,1,10.0,Yes,Yes,Los Angeles,Yes,No,Yes,153268
11276,26,Male,Indian,Marketing,Analyst,2,14.1,Yes,Yes,Houston,No,Yes,Yes,273227
11277,33,Male,Black,Sales,Leadership,2,11.6,No,Yes,Los Angeles,No,No,No,135748
11278,46,Male,Asian,Sales,Analyst,1,8.8,No,Yes,New York,Yes,No,Yes,187684
11279,56,Female,Indian,Legal,Manager,1,12.9,Yes,No,Atlanta,Yes,Yes,No,191946
11280,43,Male,White,Marketing,Manager,1,9.2,Yes,Yes,Houston,No,No,No,227398
11281,34,Female,Hispanic,Legal,Analyst,5,10.5,Yes,Yes,Los Angeles,Yes,Yes,Yes,248953
11282,37,Female,Indian,Sales,Analyst,2,19.4,No,No,Atlanta,No,Yes,Yes,108297
11283,39,Female,Indian,Legal,Manager,1,3.3,No,Yes,Los Angeles,No,No,No,96339
11284,29,Male,White,Engineering,Engineer,1,12.8,Yes,Yes,Atlanta,No,Yes,Yes,247585
11285,28,Female,Black,Finance,Specialist,2,12.8,No,Yes,Chicago,No,No,Yes,254877
11286,34,Male,Indian,Legal,Leadership,4,0.9,No,No,New York,Yes,No,No,276792
11287,37,Female,Asian,Finance,Engineer,4,11.6,Yes,Yes,Houston,No,No,No,131013
11288,42,Male,Black,Marketing,Leadership,4,3.3,No,No,Houston,Yes,Yes,Yes,125211
11289,63,Male,Indian,Marketing,Engineer,1,2.9,No,No,New York,No,Yes,Yes,285170
11290,39,Female,Hispanic,Finance,Analyst,5,19.0,No,No,Houston,Yes,Yes,Yes,115306
11291,47,Female,White,Finance,Specialist,1,17.4,No,Yes,Atlanta,No,Yes,No,139050
11292,43,Male,Asian,Engineering,Leadership,1,11.8,Yes,No,Houston,Yes,No,No,239109
11293,24,Female,Indian,Marketing,Leadership,5,12.7,Yes,No,Los Angeles,Yes,No,Yes,130847
11294,49,Female,White,Marketing,Manager,2,5.3,No,Yes,Houston,No,No,No,133643
11295,27,Female,Indian,Legal,Leadership,2,6.1,Yes,Yes,Austin,Yes,Yes,No,147230
11296,41,Female,Indian,Engineering,Leadership,3,15.6,Yes,Yes,New York,Yes,No,Yes,103805
11297,55,Female,Black,Legal,Analyst,5,16.8,Yes,Yes,New York,No,Yes,Yes,126573
11298,62,Male,White,Finance,Analyst,5,4.6,No,No,Chicago,Yes,No,No,117229
11299,52,Male,Indian,Sales,Engineer,3,17.5,No,Yes,New York,Yes,No,No,242243
11300,22,Male,Indian,Engineering,Engineer,3,6.1,No,No,Houston,Yes,Yes,Yes,239767
11301,42,Male,White,Sales,Engineer,3,18.6,Yes,No,Austin,No,No,No,92919
11302,24,Female,Hispanic,Marketing,Leadership,2,1.8,Yes,No,Chicago,No,No,No,253719
11303,43,Male,Hispanic,Legal,Leadership,5,9.3,No,Yes,Austin,No,No,Yes,117460
11304,42,Male,Indian,Finance,Leadership,5,14.2,Yes,Yes,Los Angeles,No,Yes,Yes,212268
11305,57,Male,Asian,Engineering,Specialist,4,6.0,Yes,No,Chicago,No,Yes,Yes,169201
11306,50,Male,Hispanic,HR,Manager,5,16.9,Yes,Yes,Los Angeles,Yes,Yes,No,132024
11307,27,Male,Indian,Sales,Analyst,5,18.1,Yes,No,Los Angeles,Yes,No,No,112858
11308,50,Male,Indian,HR,Specialist,2,10.3,No,No,Austin,No,Yes,No,190487
11309,42,Female,White,Finance,Specialist,2,3.3,Yes,No,Austin,No,No,Yes,282779
11310,61,Female,Indian,HR,Manager,4,2.9,Yes,No,New York,No,No,No,200710
11311,27,Female,Indian,Legal,Leadership,1,17.1,Yes,Yes,New York,Yes,Yes,Yes,187954
11312,59,Male,White,Marketing,Analyst,1,1.3,No,Yes,Atlanta,No,No,Yes,95530
11313,23,Female,Black,Legal,Analyst,1,6.0,No,No,New York,Yes,No,No,99624
11314,51,Male,White,Legal,Leadership,5,8.7,Yes,No,Houston,Yes,No,Yes,156996
11315,45,Male,White,Sales,Manager,3,13.3,No,Yes,Chicago,Yes,Yes,No,233779
11316,26,Female,Asian,Finance,Manager,1,8.8,Yes,No,Atlanta,No,Yes,Yes,171571
11317,46,Female,White,HR,Engineer,4,7.9,No,Yes,Austin,Yes,No,No,228870
11318,26,Male,Indian,Engineering,Leadership,3,17.0,No,No,Los Angeles,No,No,No,239078
11319,35,Male,White,Finance,Analyst,5,3.0,No,Yes,Los Angeles,Yes,Yes,Yes,97656
11320,24,Female,Asian,Engineering,Analyst,5,6.4,Yes,No,New York,Yes,No,Yes,232902
11321,57,Male,Hispanic,Finance,Manager,3,5.1,No,Yes,Houston,Yes,Yes,No,285334
11322,24,Female,Indian,Engineering,Engineer,2,19.3,Yes,No,Chicago,No,No,No,152356
11323,53,Female,White,Finance,Analyst,3,6.3,Yes,Yes,New York,Yes,No,No,202957
11324,24,Male,Asian,Sales,Analyst,2,13.2,No,No,New York,No,No,Yes,246956
11325,47,Female,Asian,HR,Specialist,4,18.2,Yes,Yes,Los Angeles,Yes,Yes,No,231970
11326,31,Female,Hispanic,Finance,Manager,1,5.1,Yes,No,Los Angeles,Yes,Yes,No,227328
11327,23,Male,White,Sales,Specialist,2,2.6,Yes,No,New York,No,No,No,98514
11328,61,Female,Indian,Marketing,Leadership,2,8.1,Yes,No,Los Angeles,Yes,Yes,Yes,262673
11329,37,Female,White,HR,Engineer,2,6.6,No,No,New York,No,No,Yes,262124
11330,50,Female,Black,HR,Analyst,2,2.2,No,No,Austin,Yes,No,No,190874
11331,54,Female,White,Legal,Leadership,2,7.7,Yes,No,Chicago,No,No,No,195258
11332,60,Female,Black,Legal,Engineer,3,19.4,Yes,Yes,Houston,No,Yes,Yes,207247
11333,40,Male,Asian,HR,Manager,2,14.7,No,No,New York,No,No,Yes,159642
11334,36,Female,Hispanic,Sales,Analyst,5,11.4,No,Yes,Austin,No,No,No,263815
11335,27,Female,Indian,Marketing,Engineer,2,10.0,No,No,Chicago,Yes,No,No,117502
11336,30,Female,Black,Engineering,Engineer,3,5.4,No,Yes,Houston,No,No,Yes,235523
11337,61,Male,Black,Marketing,Manager,5,3.5,Yes,Yes,Atlanta,No,Yes,No,193823
11338,29,Female,Black,Finance,Engineer,2,7.9,No,No,Atlanta,No,No,No,159397
11339,33,Female,Black,Marketing,Manager,1,1.3,No,No,Austin,Yes,No,Yes,125575
11340,43,Female,Asian,Legal,Leadership,4,2.7,No,No,Los Angeles,No,Yes,Yes,198686
11341,48,Male,White,Legal,Analyst,4,4.2,Yes,No,Los Angeles,Yes,No,No,163043
11342,45,Female,Indian,Sales,Manager,1,16.2,No,Yes,Chicago,No,No,Yes,119850
11343,51,Female,Asian,Legal,Analyst,2,7.5,Yes,Yes,New York,Yes,Yes,Yes,210500
11344,25,Male,Hispanic,Sales,Specialist,3,4.5,Yes,Yes,Los Angeles,No,Yes,No,201337
11345,47,Female,Black,Engineering,Engineer,5,14.9,No,Yes,Chicago,No,No,Yes,229502
11346,64,Male,Hispanic,HR,Manager,4,3.1,No,Yes,Houston,No,No,No,118864
11347,32,Female,Black,Finance,Specialist,3,8.1,Yes,Yes,New York,No,Yes,No,285701
11348,57,Male,Asian,Sales,Engineer,5,12.3,Yes,Yes,Austin,No,No,Yes,205830
11349,35,Female,Indian,HR,Specialist,5,13.6,Yes,Yes,Los Angeles,No,Yes,No,142145
11350,32,Male,Asian,Legal,Leadership,2,5.0,No,Yes,Atlanta,Yes,No,Yes,171964
11351,55,Male,Black,Sales,Analyst,4,18.7,No,Yes,Austin,Yes,No,No,113919
11352,54,Male,Black,Finance,Manager,1,1.1,No,No,Atlanta,Yes,No,No,209172
11353,64,Male,Black,Marketing,Specialist,2,8.6,Yes,Yes,Austin,No,Yes,Yes,232069
11354,63,Female,Black,Sales,Manager,2,11.8,No,No,Houston,No,No,Yes,213107
11355,46,Male,Indian,Sales,Engineer,4,17.6,Yes,Yes,Chicago,Yes,No,Yes,88741
11356,32,Male,White,Finance,Engineer,5,15.8,Yes,No,Chicago,Yes,Yes,Yes,149589
11357,48,Male,Hispanic,Engineering,Leadership,4,12.8,No,No,Chicago,Yes,No,No,268814
11358,32,Female,Hispanic,Finance,Analyst,2,17.3,Yes,Yes,Houston,Yes,Yes,No,154471
11359,34,Female,Indian,HR,Specialist,5,4.8,Yes,Yes,Austin,Yes,Yes,No,97270
11360,54,Female,Black,Marketing,Specialist,1,14.1,Yes,No,Houston,No,Yes,No,281971
11361,42,Male,Asian,HR,Manager,2,9.0,No,Yes,Chicago,No,No,Yes,110540
11362,60,Female,Indian,Marketing,Manager,3,0.5,Yes,No,Chicago,Yes,Yes,No,274125
11363,23,Female,Asian,Legal,Engineer,3,10.8,No,No,Los Angeles,No,Yes,No,174975
11364,57,Female,Indian,Finance,Engineer,3,12.8,Yes,No,Houston,No,Yes,Yes,182656
